recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_314587,u_1oKVaorGAfyoRlxQiuWMMf3tLiL,proesner,1,2021-06-03 10:58:38,0,0,0,5,100,This is often requested by family and at our annual soup event at church.
7,12540,Flavorful Chicken Fajitas,sp_aUSaElGf_12540_c_314886,u_1oKVuSR2vdvgdUnao6DQgZ9yaNt,gnats1222,1,2021-06-03 10:58:38,0,0,0,5,100,This is one of my family's favorite dishes! They taste great!
10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_315063,u_1oKZxmVzhraTC0EPyjAIYvHAliJ,sassymadcow,1,2021-06-03 10:58:38,0,0,0,5,100,This is one of my favorite recipes only I add one can of diced tomatoes and use one small can of sauce instead of the 15 oz can of sauce.
21,33206,Pineapple Orange Cake,sp_aUSaElGf_33206_c_314705,u_1oKaKz5asXEQMTBI3RATCBnHmhX,GramaVicky,1,2021-06-03 10:58:38,0,0,0,5,100,"This is one of my families favorite cakes!  Moist, delicious, and refreshing."
41,35948,Caramel-Pecan Cheesecake Pie,sp_aUSaElGf_35948_c_314664,u_1oKVa11osT1bTzFpZUeeHQHOsL6,Margielou_wa,1,2021-06-03 10:58:38,0,0,0,0,100,This is one I will have to try.
45,41384,Black Bean ‘n’ Pumpkin Chili,sp_aUSaElGf_41384_c_314747,u_1oKaMSwcbtaxMqwnFAZjjvtTL3s,PLHughes,1,2021-06-03 10:58:38,0,0,0,5,100,"This is one great recipe. We love in the fall and winter, since it gives a great vegatable serving! We spice it up a bit by adding some cayenne and/or jalepeno peppers"
60,11588,Slow-Cooker Lasagna,sp_aUSaElGf_11588_c_312827,u_1oKW5YetLSF2PqZJDyNlWKfaNKE,loves2workout,1,2021-06-03 10:58:38,0,0,0,5,100,This is great! I made it for Sunday dinner and my daughter has been requesting it constantly. I'm making it again tomorrow. It cooks while I pack for the move. The recipe is definitely going to the new house!
75,38183,Baked Tilapia,sp_aUSaElGf_38183_c_314626,u_1oKVZTHTqi7N4NPqNxPS2XB2asz,mythyagain,1,2021-06-03 10:58:38,0,0,0,5,100,This is now in my Favorites cookbook.  So quick and so delicious.  I plan on trying different types of fish with this recipe.
1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_312926,u_1oKXhvB64cB5yxXIwIE1Te2jIlZ,Rotavele,1,2021-06-03 10:58:39,0,0,0,5,100,This is great anyway but after making it at least 20 times now i have some suggestions. Add an extra can of great N. beans and thicken the soup with some cornstarch or flour. Use Tillamook brand sour cream there is a HUGE difference. Iv'e tried both.
2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_313497,u_1oKVa4oREAUmZ2c4HSNThxfWIb8,destine,10,2021-06-03 10:58:39,0,0,0,5,100,This is my favorite banana bread recipe.  It always comes out perfect.
2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_315630,u_1oKWUu5Zcq9Txbp6vxPtgtks4wU,cmb1940,1,2021-06-03 10:58:39,0,0,0,5,100,"This is one of the best.  I cut back on the sugar to one cup.  I did not have buttermilk so I used milk mixed with some lemon juice.  I used pecans since I did not have walnuts.  It was easy to prepare and came out perfect after 1 hour, 15 min.  Will make this again soon. This one did not last long."
2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_313082,u_1oKWJcc9HiCikDIahlJfj4mvqRT,Stellie,1,2021-06-03 10:58:39,0,0,0,5,100,"This is indeed a wonderful banana bread recipe. My sister who hates bananas even had to admit that it was good! I did however read lots of reviews before making and I used only 1 cup of sugar. (1/2 brown & 1/2 gran. sugar) And because I did not have buttermilk, I substituted with sour cream as suggested. And likewise with the walnuts. I only had pecans. The 1st time I tried the recipe I used an 11 cup pyrex dish as I saw that it made a really big loaf. I started to moniter the baking process at approx. 1 hr and tested center with a toothpick. This time I doubled the recipe making the same adjustments as before, except I used only 3 bananas (only had that many) and baked in a 13 x 9. I also put a thin coat of cream cheese frosting. It was crispy around the edges, which made it taste even better. Moist cake textured bread. Definitely a keeper."
2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_313083,u_1oKViVok6Jqofx4Ao9e7Rt2M9Xu,Elizabeth0085,1,2021-06-03 10:58:39,0,0,0,5,100,This is hands down the best banana bread I have ever eaten or made. It is my new go-to recipe (since last year). I get many and often requests at church to bring it to any get-together and to make it for bakesales. Amazing!
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_315331,u_1oKVZpdzBp5PQHOM4PGQOZo1ujc,meaganteal,1,2021-06-03 10:58:39,0,0,0,5,100,This is one of our favorite soups!! I do a about a 1/4lb more beef though and you can season the meat any way that you like.  I use 2% velveeta and add jalapenos on the top of mine. So delicious!!!
4,17826,Amish Breakfast Casserole,sp_aUSaElGf_17826_c_325113,u_1oKVazXVQjr6IXTwaeByQPQv44i,ValerieMS,1,2021-06-03 10:58:39,0,0,0,3,100,"This recipe is ok, but I have another similar recipe we like much better. I think the hashed browns make this a little heavy."
6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_312929,u_1oKZYN5yO3MpaZ3nDEZHRpOvYQh,Agilmores,1,2021-06-03 10:58:39,0,0,0,5,100,"This is great! I made my own crust and it was much better. I also used our leftover turkey from thanksgiving, which is now becoming a tradition that the whole family loves. Much better than turkey sandwiches every day for a week.I cut back on the butter (by half) and used sour cream in lieu of milk as we never seem to have milk in our house. It turned out great! It's hard to find a recipe that produces a thicker pie (versus a thin one). I will always use this recipe from now on!"
12,19731,Cauliflower Soup,sp_aUSaElGf_19731_c_313556,u_1oKZcKTNifNRyoj46g3CGvLw6YM,tlmarshall65,1,2021-06-03 10:58:39,0,0,0,5,100,"this is likely one of the easiest, tastiest soup...definitely on my to make list again.  I was surprised that it tasted as good as it did at first taste and didn't need to sit to gel the flavours."
13,32480,Basic Homemade Bread,sp_aUSaElGf_32480_c_313701,u_1oKbPfetcngwCXC91fqlZbteZY0,rivercooking,1,2021-06-03 10:58:39,0,0,0,5,100,"This is my first homemade bread recipe and it will be my last,  there is no need to look elsewhere!  I don't knead it the 8-10 minutes as directed,  usually 5 minutes and it rises fine each time.  It will not rise as much with sea salt but I like the taste a little better.   Believe it or not, I am losing weight while eating this bread but only allow 2 slices per day with little other carbs...so you can lose weight and eat delicious homemade bread!"
15,10252,Li’l Cheddar Meat Loaves,sp_aUSaElGf_10252_c_313455,u_1oKWqqB25CtiFHfQ6fliImu1LuW,Zippi_MO,1,2021-06-03 10:58:39,0,0,0,0,100,This is my family's favorite meat loaf recipe. I served it to a dinner for senior citizens once and all of them wanted the recipe.
16,41101,Rustic Italian Tortellini Soup,sp_aUSaElGf_41101_c_315657,u_1oKXkRaj8BQmFSuUw4RKERPResk,sheena_groves,1,2021-06-03 10:58:39,0,0,0,5,100,"This is one of the easiest recipes I've ever made. But instead of using Turkey sausage, I used Johnsonville Three Cheese Italian Style Chicken Sausages."
21,33206,Pineapple Orange Cake,sp_aUSaElGf_33206_c_313425,u_1oKZXjRFNMRy2AXDTP2OmURrCbm,memaof2,1,2021-06-03 10:58:39,0,0,0,0,100,"this is my favorie cake as well.  always turns out moist and delecious.  and so easy.  People think you really fussed, and you didn't!"
24,957,Sandy’s Chocolate Cake,sp_aUSaElGf_957_c_325132,u_1oKarySzRR3rZeWfqT5vDBvdJlA,JerianneWhitacre,1,2021-06-03 10:58:39,0,0,0,5,100,This recipe is perfect as written!   I didn't change a thing and got fantastic reviews from friends and family! Exactly what I was looking for.
24,957,Sandy’s Chocolate Cake,sp_aUSaElGf_957_c_325042,u_1oKXleMA2hFsw8XNgGEwdnHKh4l,mugsymom2010,1,2021-06-03 10:58:39,0,0,0,0,100,This recipe is like the Hershey chocolate cake recipe except for sour cream. I've made the Hershey numerous times and it's wonderful so I'm sure this one is too
28,12734,Cheesy Ham Chowder,sp_aUSaElGf_12734_c_313674,u_1oKWcpqa6xitGSCRXaqkH93kSF1,Malena97,1,2021-06-03 10:58:39,0,0,0,5,100,This is my favorite soup recipe now.  It is delicious!
37,20170,Taco Lasagna,sp_aUSaElGf_20170_c_325025,u_1oKVgRVvFr7aJmGUtbly5kQSSbx,buffalonana,1,2021-06-03 10:58:39,0,0,0,5,100,"This recipe is great. I prepared it as written. I was amazed at how easy the whole dish went together. I couldn't find Mexican tomatoes so I used diced tomatoes with green chilies.  My Grandson and his friends were having a gathering and they ALL loved it.  I did use more cheese, like 3 - 8oz. packages.  Next time, and there will be a next time, I think I will cut the tortillas in strips, as 1 reviewer did, as it was a bit difficult cutting portions."
40,8431,Rhubarb Custard Bars,sp_aUSaElGf_8431_c_325109,u_1oKaqOst8VTOJNcQEyM3s9lmZfi,mippers7,1,2021-06-03 10:58:39,0,0,0,0,100,"This recipe is hands down my all time favorite that I got from Taste of Home over the past 12 years! I have substituted fresh blueberries, blackberries, and raspberries...each to die for!!!! EVERYONE, and I mean EVERYONE loves and requests these!"
42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_313804,u_1oKbTlM9ZAWUZXSl7SK5x38BpM9,mich101,1,2021-06-03 10:58:39,0,0,0,5,100,This is my go to recipe for beef enchiladas. Great everytime.
50,100276,Grilled Huli Huli Chicken,sp_aUSaElGf_100276_c_315482,u_1oKbbutEG0KUZxVD9TIBo4PeUBL,hairyjr,1,2021-06-03 10:58:39,0,0,0,5,100,This is one of the best new recipe I've tried in a long time. Had no fresh gingerroot but used 1/2 tsp ground ginger. I used chicken breasts cut in half width wise. This is a keeper recipe I'll us over and over.
54,35766,Cheeseburger Paradise Soup,sp_aUSaElGf_35766_c_313396,u_1oKYVUO3gR2obxzDi5Frtjd7B55,bub2288,1,2021-06-03 10:58:39,0,0,0,5,100,"This is my church's favorite recipe.  If I don't show up with this soup at our potluck I would get lynched...seriously, this is the best soup we have ever had."
70,32264,Easy Chicken Enchiladas,sp_aUSaElGf_32264_c_312995,u_1oKVaTPSHgkIpRiGEFaahLqvK69,ekatiakarpova,1,2021-06-03 10:58:39,0,0,0,5,100,"This is home idea flavor, not restaurant. But very tasty anyway."
72,1821,Blueberry French Toast,sp_aUSaElGf_1821_c_313464,u_1oKZZ30s7Pjqc81NQmrcKLi3nik,terrym6776,1,2021-06-03 10:58:39,0,0,0,5,100,This is my favorite breakfast casserole that I make.  It is also a favorite of anyone that tries it.  I have made some minor revisions.  I use one one 8 ounce block of low fat cream cheese and a whole loaf of white bread minus 4 slices ( it makes it more substantial).  I use 2+ cups of blueberries in the casserole ( one is not enough for an 9x13 pan)  I also make a double batch of the syrup but only add 1 total cup of sugar.  This allows a person to really add a nice scoop of syrup.  If you add 2 cups of sugar it is much too sweet.  I have the perfect breakfast treat  !!  Thanks taste of home for providing this fabulous recipe many years ago.
72,1821,Blueberry French Toast,sp_aUSaElGf_1821_c_312972,u_1oKVadLzyQUPDTrtCNQIMn8QJTk,Hannah0418,1,2021-06-03 10:58:39,0,0,0,5,100,this is HEAVENLY!!! perfect for christmas morning
81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_316259,u_1oKVaOPYCsTCPrimbiYIBsi4ixC,katlaydee3,20,2021-06-03 10:58:39,0,0,0,5,100,This is really good and simple to make.  I served it with a good crusty bread.
4,17826,Amish Breakfast Casserole,sp_aUSaElGf_17826_c_314126,u_1oKVz0UQ2LPqOdmUPoBh1V04t3d,julieehle,1,2021-06-03 10:58:40,0,0,0,5,100,"This is my new favorite breakfast casserole. Great as written, or do as we do and add in other meats & veggies we have on hand. The cottage cheese in it adds creamy goodness."
7,12540,Flavorful Chicken Fajitas,sp_aUSaElGf_12540_c_321358,u_1oKWzgSZCTjzSp3b0dygW04ck10,Kerrismom,1,2021-06-03 10:58:40,0,0,0,5,100,This made delicious fajitas loaded with flavor but still somehow pleasantly mild.  They were especially good with the sour cream.  My family loved this recipe - definitely a keeper!
95,18341,Bacon Macaroni Salad,sp_aUSaElGf_18341_c_321470,u_1oKVaOPYCsTCPrimbiYIBsi4ixC,katlaydee3,20,2021-06-03 10:58:40,0,0,1,2,100,"This macaroni salad was ok, but I've had better.  Flavor was a bit bland for me."
1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_314697,u_1oKaKem0EF6kmOZ3qeXlf3GVeXO,tlynn0221,1,2021-06-03 10:58:41,0,0,0,5,100,"This is one of my family's favorite meals- especially my husband's! It has replaced the traditional chili recipe in our house, and everyone I've made it for has loved it."
10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_325400,u_1oKVaAwnslocawwc0X20iUGZD6V,watsonl1,1,2021-06-03 10:58:41,0,0,0,5,100,"This recipe is really good, and a great summer dish for when zucchinis are in abundance.  I loved the zucchini crust.  It was such a nice change of pace to a heavy bread crust.  The only changes I made were based on using ingredients on hand - used an Italian cheese blend for the mozzarella and a colby-jack blend for the cheddar because I had both of those.  I love a dish that is versatile in that way so just use whatever cheese combo you like best on this dish and you should have a winner.  Also, I took the advice of others and cooked the bell pepper with the beef and onions because my family prefers that combo.  My skeptical pizza loving daughter ate this and said it was good.  I will definitely be making this dish again."
20,6504,Mom’s Meat Loaf,sp_aUSaElGf_6504_c_314436,u_1oKZgRYrbqZReY2Kajj12Y7XdnM,Rileysmom39,1,2021-06-03 10:58:41,0,0,0,5,100,This is my most requested dish. When I tell everyone I am making meatloaf the first time they are not so excited but once they eat it they are mad at me if I dont invite them over when I make it.
30,39549,Forgotten Jambalaya,sp_aUSaElGf_39549_c_314438,u_1oKZgPiEJyjBepnY86SMA2s3UaT,deddmen,1,2021-06-03 10:58:41,0,3,17,0,123,"This Is Not Jambalaya!! This is some kind of sauce served Over Rice!With Real, Actual, Cajun Jambalaya; the Rice is cooked in with all of the other ingredients!! That way the flavor is In the rice Not Sitting On Top Of It!!  I can't believe the other reviewers liked this recipe!!! They Must have been from up north or someplace where cooking with spice is a Novelty Thing!  Come down south to the Jambalaya Festival in Gonzales, Louisiana one year and you'll taste REAL JAMBALAYA!!"
51,7539,Fluffy Pancakes,sp_aUSaElGf_7539_c_314141,u_1oKVuRKIyikPpJDj9eqzjItWG9X,sarahdraper08,1,2021-06-03 10:58:41,0,0,0,5,100,"This is my new favorite pancake recipe! Very few ingredients, easy to make....but so GOOD. Pancakes are super fluffly (much fluffier than the pic shows). The outside is a slightly crisp golden brown and the middle is a perfect dense ""cake."" This will be my Sunday morning pancake recipe from now on!"
60,11588,Slow-Cooker Lasagna,sp_aUSaElGf_11588_c_314553,u_1oKXaDsyYE9ZgoZ4V5RyprTUw2X,as2162,1,2021-06-03 10:58:41,0,0,0,5,100,"This is now my go-to recipe. I make it for special occasions, and it never fails that someone wants the recipe before they go home."
65,12347,Creamy Coleslaw,sp_aUSaElGf_12347_c_314143,u_1oKVl19VUYXtPOB7w8tKpX7k9dZ,melgoody03,1,2021-06-03 10:58:41,0,0,1,4,100,This is my go-to coleslaw recipe. I give it 4 stars instead of 5 because I always add some cider vinegar to perfect the dressing.
89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_325609,u_1oKa0BbSzU8jdtkVubHcVvUJZO5,KimWaite,1,2021-06-03 10:58:41,0,0,0,5,100,This recipe is so good. I have finally found one from my childhood. My go to meatball recipe now.  Thanks so much for sharing.
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_315756,u_1oKaunLcupbdVdG7TXFOahy0fQO,mamu09,1,2021-06-03 10:58:42,0,0,0,5,100,"This is one the best I have ever had. Next time I will ad 1/2 pd of ground beef and 1/2 pd of sausage.  I like It with a little more flavor.  I noticed Julieeee was going to use sharp cheddar.  I was wondering if it would be stringy instead of melting all the way.  But I see someone used it, so I will also try that.   I made it last year for 60 people at my Christmas party, they all loved it!"
6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_316826,u_1oKbW7CMNIkCQnDUHqYoEtU9m6e,CarrieHorning,1,2021-06-03 10:58:42,0,0,0,5,100,This is so delicious! There are a lot of steps but it is worth it!!
18,2872,Stuffed Pepper Soup,sp_aUSaElGf_2872_c_325653,u_1oKVs8D8ZxafIjwRaabaXFP6oRO,pastiepie,1,2021-06-03 10:58:42,0,0,0,5,100,This recipe is so very tasty.  Followed the recipe and we all loved it.
20,6504,Mom’s Meat Loaf,sp_aUSaElGf_6504_c_321797,u_1oKVjNrywFg5dn7DTBvdV12Bidu,fallongrrl,1,2021-06-03 10:58:42,0,0,0,5,100,"This meatloaf is the best I've ever had.  I made it one night, my mother doesn't even like meatloaf....but she loves this one!"
27,43675,Macaroni Coleslaw,sp_aUSaElGf_43675_c_325805,u_1oKXalGPE5xLYg5tm6FIAThobAg,AHIPPYGRL,1,2021-06-03 10:58:42,0,0,0,5,100,This recipe is so good! I took to a fish fry and was a huge hit....everybody loved it!
33,32535,Creamy Grape Salad,sp_aUSaElGf_32535_c_316625,u_1oKXE1vPBlOFNGgEduipO71IOXR,housebunny715,1,2021-06-03 10:58:42,0,0,0,5,100,This is so creamy and so good! I made it for Christmas and all of it was gone before the end of the night! Will definitely be making this again!
34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_316355,u_1oKbXrgCBA8wU0VJHbB2jfbDjAk,Amdaviss2,1,2021-06-03 10:58:42,0,4,0,5,329,This is really flippin good... I kno i will make (and be asked to make) it again.Its super crazy sweet tho. I will leave the powdered sugar out altogether in the future. I put about a cup in with the cream cheese only bc i had sugar free pb... Its still borderline too sweet tho.We used the butterfinger bits instead of the reeses too.And a little tip for the oreos... I used an already made oreo pie crust for that. It holds together better to spread the cream chesse on top. I just dumped it in the bottom of the casserole dish i used and sorta smashed it down to cover the whole bottom.Still ridiculously good for 10 mins of work!
44,31278,Corn Pudding,sp_aUSaElGf_31278_c_316300,u_1oKVepPR4HDsIYcT1zK347AD8ZH,aicenhour,10,2021-06-03 10:58:42,0,0,0,5,100,"This is really good! My sister in law makes corn pudding for family gatherings and I always enjoyed it! I decided I would make this to go with my Mother's Day ham this year. I used House of Autry cornbread mix. I like to by local, and their products are made in NC!"
60,11588,Slow-Cooker Lasagna,sp_aUSaElGf_11588_c_316187,u_1oKW0AxdV2VCpRHk43pnbd2jEgd,RhondaK65,1,2021-06-03 10:58:42,0,0,0,5,100,This is really a tasty and easy lasagna recipe
68,74724,Chocolate Guinness Cake,sp_aUSaElGf_74724_c_316748,u_1oKXtBHudWgkFwLd9bP053li4lW,billingslunchlady,1,2021-06-03 10:58:42,0,0,0,5,100,This is so easy and with it's dense consistency and exceptional flavor it will be a favorite for serving guests.
72,1821,Blueberry French Toast,sp_aUSaElGf_1821_c_316516,u_1oKVkzztLz0iE1R3DpBfkokxaCl,dumplin123,1,2021-06-03 10:58:42,0,0,0,5,100,This is really yummy!
72,1821,Blueberry French Toast,sp_aUSaElGf_1821_c_325556,u_1oKbyq5HwVGMd9TluIrhQxTO3ok,christashepard,1,2021-06-03 10:58:42,0,0,0,5,100,This recipe is so easy to make and is a crowd pleaser. It is great to make the night before so that the prep is so easy in the morning. I buy blueberry syrup to use instead of the sauce when I am short on time.
75,38183,Baked Tilapia,sp_aUSaElGf_38183_c_315322,u_1oKVZnYSPakp6l7bePoWEmdA6JF,hbaseley,1,2021-06-03 10:58:42,0,0,0,5,100,This is one of our favorite seafood recipes. We really like it with the recipe for roasted potatoes and artichokes.
87,11330,Twice-Baked Potato Casserole,sp_aUSaElGf_11330_c_315759,u_1oKVZrtcvqed1839RbCz4mRkX0d,everydaymomsmeals,1,2021-06-03 10:58:42,0,0,0,5,100,"This is one of those recipes you better only make for people you like. It's amazingly delicious, and whomever you make it for will keep coming back for more! Cheesy, goodness with bacon and onions too. What's not to love? It's a great one for grilled meals in the summer, goes well with steak or chicken and feeds a crowd too!"
1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_315567,u_1oKbfsKekj7m5G0LJWsu4kFOZsX,geodeb2,1,2021-06-03 10:58:43,0,0,0,5,100,This is one of the best White Chili recipes I have found.  I made it for a dinner party where one of the people is a very good chef.  She thought this was so good and requested the recipe.
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_315381,u_1oKVaS7Wc3UPdxOA9M0V5tyFc3f,shawnba,10,2021-06-03 10:58:43,0,0,0,5,100,"This is one of our favorites.  I use beef stock instead of chicken for a meatier flavor, but other than that, no real changes!!   And as a bonus, it freezes well, so I can make a double batch and freeze  it in single serve containers for lunches or quick dinners"
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_315230,u_1oKWl8t9a2GwGQdVVYzoNO14usc,gmdiercks,1,2021-06-03 10:58:43,0,0,0,5,100,This is one of my go-to soups. We make a double batch and freeze the left overs. Makes a good make-ahead meal. Love it!
13,32480,Basic Homemade Bread,sp_aUSaElGf_32480_c_326016,u_1oKaWGDUt8qBEFRalHLC1JxRDM6,Bunnytoes13,1,2021-06-03 10:58:43,0,0,0,5,100,This recipe is very good thank you. Mine didn't rise well but that was my fault my house was to cool.A question for the person before me Cmolina1. Why on earth would you give a recipe a 1 star because YOU didn't read the recipe?
16,41101,Rustic Italian Tortellini Soup,sp_aUSaElGf_41101_c_315274,u_1oKVb32ICC8C8Gqkl3i8quqz2kL,wjamanda,1,2021-06-03 10:58:43,0,0,0,5,100,This is one of our family favorites!
17,36450,Fluffy Key Lime Pie,sp_aUSaElGf_36450_c_317138,u_1oKVku8lIl5OUW3raKAIPtzkr5d,Judy Skiba,1,2021-06-03 10:58:43,0,0,0,0,100,"This is so easy to put together.  I have made 3 pies for various occasions within a week's time and have received compliments each time!  It was a great St Patrick's Day treat!  Thanks for a sweet, light way to end a filling meal!"
17,36450,Fluffy Key Lime Pie,sp_aUSaElGf_36450_c_325934,u_1oKaTOGL4jD4opSIWtKyPWZNMaG,rain,1,2021-06-03 10:58:43,0,0,0,0,100,This recipe is very easy and very delicious. We also made a raspberry pie but changing the flavor of the jello and flavor of yogurt. Anybody can do this one.
17,36450,Fluffy Key Lime Pie,sp_aUSaElGf_36450_c_325636,u_1oKZysGyKNfwobZeH3V2VBlsGQc,LisaLM,1,2021-06-03 10:58:43,0,0,0,5,100,"This recipe is so easy and delicious.  I also have used different varieties of jello/yogurts.  Key Lime is my favorite, but I like the orange dreamcycle also.  This dessest is so lite, you always have room for it."
22,1081,Baked Spaghetti,sp_aUSaElGf_1081_c_315229,u_1oKVc8w0oWOEln9rKiyAE0b7e9f,HeidiLSB,1,2021-06-03 10:58:43,0,0,0,5,100,This is one of only a few recipes that I repeat constantly.  My husband loves it and will take leftovers to his buddies for lunch.
35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_325727,u_1oKa1zeQhUnyvHcdyD5AmaAZi0I,HAEG,1,2021-06-03 10:58:43,0,0,0,5,100,This recipe is so flavorful. I have made thisseveral times already.I have added potatoesand carrots at the beginning of cooking.
35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_325935,u_1oKaTQqTcatBnVRDkWdclTHvKCu,susan in ok,1,2021-06-03 10:58:43,0,0,0,0,100,This recipe is the same as To Die For crockpot roast on recipezaar.com
36,1196,Pumpkin Bread,sp_aUSaElGf_1196_c_317533,u_1oKWasy0bcLHHTLYI9pcVMfmTJe,thinmama40,1,2021-06-03 10:58:43,0,0,0,5,100,This is so YUMMY! I used real pumpkin instead of canned pumpkin and I did not put in the raisins. I will definitely be making this one again and again!!!
46,18345,Simple Au Gratin Potatoes,sp_aUSaElGf_18345_c_326005,u_1oKWfSqaEq1ZcG4NzJakTgiph8Z,CrazyMustangMary,1,2021-06-03 10:58:43,0,0,0,0,100,"This recipe is very easy to make. I doubled the cheese, cut the onion in half plus I placed 3 strips of bacon in the bottom of the casserole dish and 4 strips of bacon across the top. My family loved this. I definately be making this again."
52,27434,Asian Chicken Thighs,sp_aUSaElGf_27434_c_317223,u_1oKZkEv7viJ2jmANNGnMZX9qSKU,tara7,1,2021-06-03 10:58:43,0,0,0,5,100,"This is SO good!  I doubled the sauce, and that was perfect."
55,38550,Special Banana Nut Bread,sp_aUSaElGf_38550_c_315566,u_1oKbfjFtHyWGSForOJ2mIEwTfsV,Julie S,1,2021-06-03 10:58:43,0,0,0,5,100,This is one of the best banana breads ever.  The one loaf was eaten in a day and I froze the other which we had for Thanksgiving morning and it received rave reviews from guests.  Thanks for the great recipe!
67,16579,Chicken Wild Rice Soup,sp_aUSaElGf_16579_c_326031,u_1oKW2fxoAYEBeLAZQD7Z9jW5HNQ,naydan,1,2021-06-03 10:58:43,0,0,0,5,100,This recipe is very good & it freezes well!
67,16579,Chicken Wild Rice Soup,sp_aUSaElGf_16579_c_317204,u_1oKZj5M9CyJDkKsQAkpxES6wtbz,psloan88,1,2021-06-03 10:58:43,0,0,0,5,100,This is SO good!
67,16579,Chicken Wild Rice Soup,sp_aUSaElGf_16579_c_315752,u_1oKaQ4F0ijARCh6bcmR7rsuTU5e,KelsM,1,2021-06-03 10:58:43,0,0,0,5,100,"This is one of the best wild rice soups to make.  It enhances the flavor of the rice and doesn't get all mushy.  This is also wonderful with ham, with ham and chicken or with smoked turkey."
83,9735,Comforting Chicken Noodle Soup,sp_aUSaElGf_9735_c_317360,u_1oKWbXh1NcxIB4wGR3Qr2HcUUZE,sgrantham,1,2021-06-03 10:58:43,0,1,0,5,193,"This is so quick, easy& Good!  I use can chicken most of the time and it still is great."
1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_315996,u_1oKZWJjk11G6KpWFgNdzoFFPz3k,Grandmanonna,1,2021-06-03 10:58:44,0,0,0,5,100,This is prize winning Chili!  Perfect in flavor and texture.
2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_318061,u_1oKbJ3yzjOEcA2WAX2kGdxx32C7,ColoradoBlondie,1,2021-06-03 10:58:44,0,0,0,5,100,This is the absolute VERY VERY BEST of all banana bread recipes. It is to die for!  Super moist and flavorful and quite addicting!  So happy to have found this gem of a recipe!
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_315859,u_1oKaz8SjJ58uSna6QXSOgnnkrru,MarieRK,1,2021-06-03 10:58:44,0,0,0,5,100,"This is our new favorite. We leave out the celery, but use canned potatoes which cuts down on the cutting time. We add a can of stewed tomatoes because a cheeseburger needs ketchup.  Right?  as many reviewer mentioned, this soup tastes even better the second day....if it makes it past the first."
3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_318896,u_1oKVekiBu8ZDBw40qrcLysRl5al,nancy530,1,2021-06-03 10:58:44,0,0,0,5,100,This is the best soup ever!!!
5,42386,Pumpkin Spice Cupcakes with Cream Cheese Frosting,sp_aUSaElGf_42386_c_319465,u_1oKaLuixAHUZfLQTtRAStT2rdIO,eamiller76,1,2021-06-03 10:58:44,0,0,0,5,100,"This is the perfect autumn recipe!  The cake is moist and boasts a mild pumpkin flavor that is perfectly spiced.  The tang of the cream cheese frosting is mellowed with the warmth of cinnamon.  The combination is divine!  I made two 11X13 sheet cakes.  I stacked one on top of the other with a thin layer of icing in between and a layer of frosting on top.  It was devoured and all who tried it, loved it!"
6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_317893,u_1oKZiMnvAw5g5pZypRccCurjdx1,sportsmombball,1,2021-06-03 10:58:44,0,0,0,5,100,This is such a versatile and great recipe.  I double recipe and freeze extra in pans without crust.  Put Crust In A Pan Add Filling And Bake!
6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_319018,u_1oKVyKIgUfzb1Oa6AbsfNSzleG7,Saudbox,1,2021-06-03 10:58:44,0,0,1,5,100,"This is the best, like others I use my own pastry recipe. I have made it like stated which is great but I like it the best made with left over gravy and 1/4 to 1/2 cup of cream and less salt. My family love it.  I make two, cook them both, eat one freeze one or give it away to friends or family. Thxs Karen Johnson"
